PRODUCT_NAME,CATEGORY_NAME,DESCRIPTION,PRICE,DISCOUNT,IN_STORE_LOCATION
Long Sleeve Graphic Tee,Clothing,"Need another reason to slip into the soft fabric, casual vibes and easy-to-move-in comfort of this adidas t-shirt? How about knowing that every time you do, you're part of a movement towards helping end plastic waste? Head out and show gratitude to the oceans with every step you take. Making a statement has never felt so good. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",28,7.0,"Aisle 17, Shelf 2"
Team Speed Soccer OTC Socks,Accessories,"Every practice takes you closer to your goal. These adidas soccer socks are made with moisture-wicking yarn to help feet stay dry. A cushioned heel and toe keep you comfortable through drills and scrimmages, while arch and ankle compression provide extra support.",13,5.0,"Aisle 16, Shelf 2"
Adicolor Classics Oversized Sweatshirt​,Clothing,"The Adicolor Classics Oversized Sweatshirt was designed to turn heads with its bold color palette and playful proportions. ​
​
The epitome of loungewear chic, the sweatshirt is crafted from extra-thick, plush French cotton-terry that will have you feeling as good as you look. (Very). The relaxed fit makes it the ideal for layering—whether you're cozying up on the couch or catching up with friends for a coffee—and the iconic 3-Stripes design refreshes the look. ​


The best bit? Our cotton products support more sustainable cotton farming. A win for your wardrobe, a win for the planet. ​",52,13.0,"Aisle 17, Shelf 3"
Primegreen Essentials Comfort Fleece Loose Cropped 3-Stripes Sweatshirt,Clothing,"Prioritize recovery on the weekends and at the end of a workout. Slide on this sweatshirt for a roomy fit that leaves you space to relax. Soft brushed fleece feels warm and cozy against the skin. The cropped length puts your fashionable side on display. 

This product is made with Primegreen, a series of high-performance recycled materials.",40,10.0,"Aisle 17, Shelf 4"
Adicolor Classics MM Trefoil Hoodie,Clothing,"Embrace the soft side of life. Warm, breezy air. Hazy sunsets in the city. The total comfort of this adidas hoodie. Step out with soft fleece against your skin and spread the good vibes wherever you go.

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is also made with recycled content as part of our ambition to end plastic waste.",64,16.0,"Aisle 17, Shelf 5"
Tiro Track Pants,Clothing,"Feel good. Look good. Rooted in soccer heritage, these juniors' Tiro 21 Track Pants perform on and off the pitch. Made to move, they keep you confident with moisture-absorbing AEROREADY. They're also made of recycled materials, another small step in adidas' efforts to help end plastic waste.

This product is made with Primegreen, a series of high-performance recycled materials.",28,12.0,"Aisle 17, Shelf 6"
Holiday Graphic Tights (Plus Size),Clothing,"From ice skating to collaborative cooking efforts, down time is about having fun with your nearest and dearest. These adidas tights are made of stretchy cotton jersey to keep you comfortable whatever your preferred speed might be. 

This product is made with Primegreen, a series of high-performance recycled materials.",36,9.0,"Aisle 17, Shelf 7"
Adicolor Branded Webbing Waist Bag,Accessories,"For those days when a backpack is just too much, reach for this adidas waist bag instead. Designed with the right amount of space for a day of exploring, it has a double-pocket design that lets you carry all your small essentials. Stay organized in fresh adidas style. The contrast logos make sure of it.

This product is made with Primegreen, a series of high-performance recycled materials.",23,5.0,"Aisle 16, Shelf 3"
Adilette Lite Slides,Shoes,Keep things light. This applies to your life and to your footwear. These adidas Adilette slides make everything easy. All you have to do is slip them on. They work just as well when you're out running around as they do when you're in the house. You can thank the lightweight cushioning for that.,21,9.0,"Aisle 13, Shelf 6"
NMD_R1 Shoes,Shoes,"Stand out in the concrete jungle. Inspired by an acclaimed '80s runner from the adidas archives, these NMD_R1 Shoes provide a sock-like fit with a stretchy and supportive knit upper. Energy-returning Boost cushioning provides all-day comfort, and midsole plugs on the sides stand out as the recognizable mark of iconic NMD style. And if that isn't enough to draw some attention, the chic colors sure will.",112,28.0,"Aisle 13, Shelf 7"
Futurenatural Shoes,Shoes,Looking for your next advantage? Look down. adidas Futurenatural Shoes mimic the shape of your foot to maximize performance. The dialed-up width of the forefoot and heel delivers stability. An adidas Primeknit upper stays comfortable even through two-a-days. And your competitors will remember your distinct footprint when you leave them in the dust.,84,36.0,"Aisle 13, Shelf 8"
adidas x Zoe Saldana AEROREADY 7/8 Leggings,Clothing,"Crush leg day in these adidas x Zoe Saldana tights. The high-rise waist keeps you covered as you dig deep on your squats and lunges. AEROREADY keeps you dry and performing at your peak as you rack up the reps. A bold print out front lets you transition from the gym to an after-workout get-together with ease.

This product is made with recycled content as part of our ambition to end plastic waste.",39,16.0,"Aisle 17, Shelf 8"
Grand Court SE Shoes,Shoes,Vintage vibes. New soul. These shoes have a clean and contemporary design with the bones of '70s-era tennis trainers. This version has soft suede overlays and adidas-print laces.,52,13.0,"Aisle 13, Shelf 9"
Terrex Trailmaker GORE-TEX Hiking Shoes,Shoes,"Add lightweight, comfortable and waterproof to your checklist. The adidas Terrex Trailmaker GORE-TEX Hiking Shoes blend the responsive feel of a running shoe with the support of a trail shoe. Dry feet keep you moving despite wet trails and damp conditions.",91,39.0,"Aisle 13, Shelf 10"
Nizza Platform Shoes,Shoes,"Summer is more than a season. It's a state of mind — one that these adidas shoes let you instantly fall into with their bleached-out floral look. Nothing but chill vibes here, all raised up on a platform outsole.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",46,19.0,"Aisle 13, Shelf 11"
Terrex Two Flow Trail Running Shoes,Shoes,"Explore from the pavement to the trails. The adidas Terrex Two Flow Trail Running Shoes hug the foot with a lightweight, breathable mesh upper for dynamic support over mixed terrain. A Lightstrike midsole reduces weight without compromising on cushioning. Modest lugs transition easily between paved, gravel and dirt surfaces. The all-conditions grip of Continental™ Rubber lets you tread with confidence.",88,22.0,"Aisle 13, Shelf 12"
Adicolor Essentials Fleece Hoodie,Clothing,"Warm up in the morning, wind down after a long day or make cozy an all-day endeavor. This adidas hoodie makes comfort so easy, you probably won't want to take it off. In fact, we recommend leaving it by your bed at night so you don't have to reach too far when the alarm goes off. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",44,11.0,"Aisle 17, Shelf 9"
Daily 3.0 Shoes,Shoes,"A fresh take on a classic, these adidas shoes blend a heritage feel with modern materials and design. Your walk across campus has never looked or felt this good.",54,6.0,"Aisle 13, Shelf 13"
Geodiver Primeblue Shoes,Shoes,"Style or planet? No need to pick sides. Lace into the streamlined design of these sporty shoes and join in adidas' commitment to help end plastic waste. Their minimalist upper is made with recycled materials and a partially recycled EVA midsole that keeps you walking on clouds. Sometimes, less is more.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",63,27.0,"Aisle 13, Shelf 14"
Marvel Predator Freak.1 Firm Ground Cleats,Shoes,Predator has mutated to give you freakish control. These limited-edition soccer cleats bring a classic comic book character prowling onto the pitch. Wolverine and Marvel X-Men graphics dominate the adidas Primeknit upper and insole. Extended Demonskin and a split outsole team up to help you overpower your rivals on firm ground.,200,50.0,"Aisle 13, Shelf 15"
Terrex Trailmaker RAIN.RDY Hiking Shoes,Shoes,"Comfy feet mean happy adventures. Get your little explorer out on the trails in these adidas hiking shoes. They have a lightweight, running-shoe feel and durable support for tromping over rocks and mud. RAIN.RDY tech keeps little feet warm and dry in wet conditions. A Traxion outsole grips tight to slick surfaces.",64,16.0,"Aisle 18, Shelf 1"
Superstar 360 Primeblue Sandals,Shoes,"Sandals are for sunny days and splashing through waves. Oceans are for starfish and whales, not for plastic. Get your little one dreaming of the seas and helping to protect them as they do. These toddlers' adidas sandals are made with recycled materials in an effort to help end plastic waste. They're also breathable and built to flex so tiny feet stay comfy while they play. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",25,10.0,"Aisle 18, Shelf 2"
Copa Sense.3 Firm Ground Cleats,Shoes,Some players talk a good game. But the best ones feel it. Get in touch with your senses and elevate your play in Copa Sense. These adidas soccer cleats feature soft leather for a smooth first touch. The seamless upper molds around the contours of your foot for a comfortable fit. The outsole delivers high traction on firm ground.,64,16.0,"Aisle 18, Shelf 3"
Lite Racer Adapt 3.0 Shoes,Shoes,"Whether your little one is meeting friends in the park or heading to school in the morning, these kids' slip-on shoes make it easy for them to get out the door and into their day. The sock-like fit and cushioned midsole keep feet comfortable for all-day play, and adidas logos and stretch laces complete the look.",39,16.0,"Aisle 18, Shelf 4"
Adizero Club Tennis Shoes,Shoes,"They'll cover every inch of the court in these kids' adidas Adizero Club tennis shoes. The lightweight knit textile upper locks them in for comfortable sprinting and secure side-steps. EVA in the midsole ensures soft landings from serves and smashes. Underneath, the Adiwear outsole stands up to the most energetic play.",44,11.0,"Aisle 18, Shelf 5"
ZX 700 HD Shoes,Shoes,"Can you ever really lose spirit? The adidas ZX series would say no. Years may pass, things may change. The core remains. Not to get too poetic, but this modern version of the iconic shoes does inspire a certain nostalgia. The modern edge balances it out.",63,27.0,"Aisle 18, Shelf 6"
NMD_R1 Spectoo Shoes,Shoes,"Since the beginning, the adidas NMD franchise has been focused on the future. It's about evolution. It's about progress. 

Inspired by our constantly connected world of streaming data, these adidas NMD_R1 Spectoo Shoes put a fresh spin on classic NMD style. The streamlined knit upper is marked with text graphics and a translucent side, a subtle nod to the transition from city explorer to digital traveler. Flexible and responsive, the adidas Boost midsole is unbelievably comfortable from the first step to the last.",75,75.0,"Aisle 18, Shelf 7"
Originals Flex Shoes,Shoes,"Wear them however you like. Customize the look of these juniors' adidas shoes by wearing them without the laces or lacing through different holes. However you style 'em, you'll get a super-flexible feel and a fit that hugs your feet like your favorite socks.",56,14.0,"Aisle 18, Shelf 8"
ZX 700 HD shoes,Shoes,Stand still? No thanks. The ZX line has always stood for innovation. The latest addition to adidas' tech-driven line is no exception. These sneakers are the perfect combination of modern materials and retro style. Go ahead. Step into the future.,81,9.0,"Aisle 18, Shelf 9"
Swift Run X Shoes,Shoes,"While unpredictability can be super fun, reliability sure is nice. Luckily these adidas shoes allow for both. The simple, streamlined look works for all occasions, which means that when something unexpected pops up, they're ready. And they're comfortable. Another great thing to help you settle into the flow.",60,25.0,"Aisle 18, Shelf 10"
Runfalcon 2.0 Shoes,Shoes,"Put on these adidas shoes, and you're set for a run in the park followed by coffee with friends. With a mesh upper for added breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",48,12.0,"Aisle 18, Shelf 11"
Nizza Platform Mid Shoes,Shoes,"Chunky, but old-school. Take your vintage style to new heights in a pair of adidas Nizza shoes with a platform outsole. The retro upper looks great with all kinds of denim. And who doesn't appreciate a little extra height?",53,22.0,"Aisle 18, Shelf 12"
QT Racer 2.0 Shoes,Shoes,Fresh streetwear style meets classic adidas design in these everyday shoes. Run from school to the store with an ultra-soft step powering you through. Get a comfortable ride all day long thanks to the plush Cloudfoam cushioning.,52,13.0,"Aisle 18, Shelf 13"
Adilette Clogs,Shoes,"Based on the iconic adidas slide, these clogs are as functional as they are comfortable. Whether you're walking to the gym or pool for an early-morning workout or just want to keep the slouchy-casual vibe going all through your day, slip your feet into the contoured footbeds and head for the door.",41,4.0,"Aisle 18, Shelf 14"
Fluidflow 2.0 Shoes,Shoes,It doesn't really matter whether or not a run is in the cards for the day. An ultra-breathable feel and cushy midsole that energizes give these adidas shoes an edge. Hit the pavement or hit the town. You've got the kicks for whatever unfolds.,64,16.0,"Aisle 18, Shelf 15"
Terrex AX4 Primegreen Hiking Shoes,Shoes,"Quiver-of-one trail shoes. From forest hikes to alpine adventures, these adidas Terrex hiking shoes let you explore high and low, near or far. Their dual-density design merges the comfort of a cushioned trail runner with the stability of a hiking shoe to take on hikes, scrambles and via ferratas. The all-conditions grip of Continental™ Rubber means you can trust the AX4 to get you anywhere you want to go without worrying about your feet.",72,18.0,"Aisle 19, Shelf 1"
Run Falcon 2.0 Shoes,Shoes,"Strap up in these running shoes and you're set for a jog in the park followed by coffee with friends. With a mesh upper for outstanding breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",48,12.0,"Aisle 19, Shelf 2"
Kaptir Super Shoes,Shoes,"A traditional adidas look gets a fun hit of streetwear style in these running-inspired sneakers. Tap into endless energy as you make the rounds, thanks to the adidas Boost midsole. From running errands to a causal night out, you'll be ready for whatever you've got planned.",72,18.0,"Aisle 19, Shelf 3"
FortaRun Lace Running Shoes,Shoes,"Trying out for the track team may be years away, but there's plenty of running to do right now. These kids' adidas shoes have plush Cloudfoam cushioning to keep them comfortable as they sprint through the park or race down the street. A durable non-marking outsole stands up to hard-playing kids. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content.",44,11.0,"Aisle 19, Shelf 4"
Response Super 2.0 Shoes,Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",72,18.0,"Aisle 19, Shelf 5"
Mexico Gamemode Firm Ground Cleats,Shoes,"Why do we all love soccer? Because out there on the pitch, we can be anything we want. Choose your adidas Gamemode and play the beautiful game your way. These cleats have a HybridTouch upper for a soft touch and a universal fit for added comfort. Underneath, a versatile outsole provides a platform for self-expression on firm ground and artificial grass. Up top, Mexico's colors and badge show you stand with your team.",80,20.0,"Aisle 19, Shelf 6"
Gamemode Firm Ground Cleats,Shoes,"Why do we all love soccer? Because out there on the pitch, we can be anything we want. Choose your adidas Gamemode and play the beautiful game your way. These cleats have a HybridTouch upper for a soft touch and a universal fit for added comfort. Underneath, a versatile outsole provides a platform for self-expression on firm ground and artificial grass. Up top, vibrant graphics borrow from the Uniforia ball used at Europe's showpiece summer event.",80,20.0,"Aisle 19, Shelf 7"
OZWEEGO Pure Shoes,Shoes,"The whole ""don't judge a book by its cover"" thing? We get it. We also believe in an exception to the rule, and this adidas sneaker is one of them. Because these shoes are serving up exactly what you see at first glance — bold, distinctive style. Only thing not immediately visible is their comfort, but you feel it the moment you step into them, thanks to Adiprene cushioning.",96,24.0,"Aisle 19, Shelf 8"
Ultraboost 21 x Parley Shoes,Shoes,"Raise your own bar. That's what adidas did when we updated the legendary Ultraboost running shoes with even more energy-returning benefits than before. The responsive Boost midsole, foot-hugging upper and grippy yet flexible sole are still here. Now, a Linear Energy Push system gives extra propulsion to each step with increased forefoot and midfoot stiffness. This version is made using recycled materials, part of adidas commitment to help end plastic waste.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 92% of the textile is Primeblue yarn. No virgin polyester.",126,54.0,"Aisle 19, Shelf 9"
Ultraboost DNA 1.0 Shoes,Shoes,"Bringing it back to the OG pair. These shoes have the same knit pattern we used on the very first Ultraboosts from 2015. Although it carries the DNA of performance running, these trainers are built for the day-to-day. The adidas Primeknit upper has a supportive feel, and the Boost midsole offers comfort you'll have to feel to believe.",144,36.0,"Aisle 19, Shelf 10"
NMD_R1 V2 Shoes,Shoes,"The future is now. Make the most of today, tomorrow and every day after. Inspired by archival running shoes from the '80s, NMD was created in 2015 to merge everyday style sensibility with modern technologies. These adidas NMD_R1 V2 sneakers keep your feet cushioned and energized with Boost and wrapped up in chic transparent details so you can seize the day your way. The future is yours. Get after it.",112,28.0,"Aisle 19, Shelf 11"
Lite Racer Adapt 4.0 Shoes,Shoes,"Casual style that's easy to get on and off. You'll want to wear these adidas shoes every day of the week. Inspired by classic running looks, these shoes have a bold adidas graphic on the midfoot band. A mesh upper adds breathability, and the Cloudfoam midsole is ultra comfortable.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",46,19.0,"Aisle 19, Shelf 12"
Racer TR Slides,Shoes,"Introduced in 1972, the beloved adidas Adilette slides have been much copied but never surpassed. Designed to transition seamlessly from the beach to the locker room to running errands around town, this version has a soft EVA bandage upper and a comfortable contoured footbed.",28,7.0,"Aisle 19, Shelf 13"
ZX 1K Shoes,Shoes,"There's no slowing kids down. They grow more, eat more, do more and know more seemingly every day. Keeping up with them can be tough, but these adidas ZX 1K Shoes are up for the job. They've got a long history of running on their side, which means they're all about fast moves and comfort. Lace kids into them and just watch as they step into their own.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",46,19.0,"Aisle 19, Shelf 14"
EQ21 Run COLD.RDY Shoes,Shoes,"As a die-hard runner, you won't be slowed down by a day of bad weather. Lace up to take on the elements in these adidas running shoes. Winterized COLD.RDY helps your feet stay warm and cozy as you log miles. Lightweight cushioning absorbs impact with each step.",68,17.0,"Aisle 19, Shelf 15"
ZX 2K Shoes,Shoes,"Every minute of every day is an opportunity for little ones to adventure. (Unless it's that rare moment of quiet called nap time, of course.) Lace kids into these adidas shoes and let them explore all the corners of whatever the day's spaceship, submarine or fort is. Lightweight cushioning is down for all-day play.",56,14.0,"Aisle 20, Shelf 1"
Linear Superlite Super-No-Show Socks 6 Pairs,Accessories,"Stretchy and low cut, these adidas socks stay in place and out of sight while you work out. Moisture-wicking yarn absorbs sweat as you turn up the intensity. Thought you were barefoot? Your feet know the difference.",14,6.0,"Aisle 16, Shelf 4"
Ownthegame Shoes,Shoes,"Take control when you step onto the court in these adidas basketball shoes. The mesh upper keeps your feet feeling fresh as you run baseline to baseline. Lightweight Lightmotion cushioning underfoot absorbs impact with every step. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",52,13.0,"Aisle 20, Shelf 2"
Designed to Move High-Rise Sport Zebra Capri Tights,Clothing,"No more excuses. These adidas training tights have mesh side panels to help you stay cool at the peak of your pyramid workout. A high-rise waist has you covered when you bend and stretch. AEROREADY absorbs moisture to help you stay dry as your workout heats up. And the back pocket keeps your gym pass securely stored. 

This product is made with Primegreen, a series of high-performance recycled materials.",32,8.0,"Aisle 17, Shelf 10"
Creator Backpack,Accessories,"Did someone say after-school pickup game? Be prepared for last-minute activity with this adidas backpack. A roomy main compartment and multiple zip pockets help keep school, work or workout gear organized. When it's game time, stash your sunglasses in the top zip pocket. 

This product is made with recycled content as part of our ambition to end plastic waste.",32,8.0,"Aisle 16, Shelf 5"
adidas x Zoe Saldana Feelbrilliant AEROREADY 7/8 Printed Sport Tights (Plus Size),Clothing,"Stepped-up style for an amped-up workout. Pull on these training tights and get ready to push yourself further. AEROREADY wicks away moisture so you can stay dry and focused. The tight fit and high-rise waist offer lots of support as you move, and the seven-eighth length hits just right.

This product is made with recycled content as part of our ambition to end plastic waste.",40,10.0,"Aisle 17, Shelf 11"
Superlite UB21 Tabbed No-Show Socks 2 Pairs,Accessories,Focus on racking up the miles in these no-show socks. Reduce distractions while you run and train with a special heel tab designed to keep your foot from slipping in your shoes. Stay dry and comfortable when you turn up the heat thanks to moisture-wicking yarn and a mesh top. Includes two pairs of socks.,12,2.0,"Aisle 16, Shelf 6"
Blue Version Luxe Backpack,Accessories,"Minimalist means it goes with anything. Yoga clothes. Work clothes. Weekend adventures. What it doesn't mean? Basic. Load up this adidas backpack and flaunt your timeless sense of style wherever you wander. A bottom zip compartment lets you take along another pair of shoes. You know, in case you want to throw in a quick run at lunchtime. 

Made with vegan alternatives to animal-derived ingredients or materials. This product is made with recycled content as part of our ambition to end plastic waste.",196,84.0,"Aisle 16, Shelf 7"
Performance Mesh Boxer Briefs 3 Pairs,Clothing,"You've got gym tees and workout shorts. But can your boxers handle the training session? These adidas boxer briefs breathe well and wick moisture. On leg day, you'll appreciate the no-ride-up construction. And the soft waistband is tag-free for a smooth feel.",28,7.0,"Aisle 17, Shelf 12"
4ATHLTS Backpack,Accessories,"People know you're an athlete by the way you carry yourself. They also know when you carry this distinctive adidas backpack. With webbing tape accents and the iconic 3-Stripes, it's just one more way you show that you're serious about sport.",28,12.0,"Aisle 16, Shelf 8"
Essentials Logo Tee (Plus Size),Clothing,"There's nothing more essential than a trusty t-shirt. It's the foundation of any wardrobe, and this one brings comfort and style to your closet. The adidas Badge of Sport adds a touch of style to this everyday tee. The soft cotton jersey is ready for all-day wear. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",20,5.0,"Aisle 17, Shelf 13"
Jayhawks Quarter-Zip Knit Sweatshirt,Clothing,"Jayhawks pride is always a good look. Throw on this adidas quarter-zip sweatshirt to rep Kansas wherever you go. AEROREADY keeps you dry whether you're on an early-morning run or white-knuckling it through a close game. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",60,15.0,"Aisle 17, Shelf 14"
Kaptir 2.0 Shoes,Shoes,"Some kids love running. Others just like the look. These kids' adidas running-inspired sneakers are the best of both worlds. A knit upper provides flexibility, and the sculpted Cloudfoam midsole is pillow soft.",52,13.0,"Aisle 20, Shelf 3"
Tiro Primegreen Bottom Compartment Duffel Bag Medium,Accessories,"If your bag can survive a soccer locker room, it will make it through anything. This rugged duffel is made from recycled materials, part of adidas' commitment to help end plastic waste. The studded base adds durability. A large U-shaped opening lets you easily get to your gear.

This product is made with Primegreen, a series of high-performance recycled materials.",32,13.0,"Aisle 16, Shelf 9"
Traveer WIND.RDY Jacket,Clothing,"Move around town without worrying about the weather. City or trail, the adidas Traveer WIND.RDY Jacket shelters you from wind and light rain while on the go. A two-way zipper lets you adjust to match the weather and your activity level. Stow the hood when the rain stops.",80,20.0,"Aisle 17, Shelf 15"
Graphic Tee and Shorts Set,Clothing,"With all that attitude, your little star is destined for big things. Big goals, dreams and ideas. For now, let's stick with big laughs, smiles and wobbly adventures in the park. Match their attitude with this toddlers' set from adidas. It's cozy, comfy and super sporty. You might want to get them a football to match.",26,6.0,"Aisle 21, Shelf 1"
adidas x Classic LEGO® Tee,Clothing,One of the best things about this kids' adidas t-shirt? You get to look at LEGO® bricks instead of accidentally stepping on one. LEGO® colors and graphics give your mini MVP a fun style. Silky soft jersey makes even the harshest (little) critic happy. Parenting win.,23,5.0,"Aisle 21, Shelf 2"
Ultimate Bra,Clothing,"Turn up the heat on your workout. Already hot out? Slip on this high-support adidas training bra and be sure the temps won't thwart your efforts. Boxing, running or dancing, moisture-managing AEROREADY and a breathable mesh back keep you feeling fresh and dry.",46,19.0,"Aisle 21, Shelf 3"
adidas x Classic LEGO® Tights,Clothing,"What's better than adidas AEROREADY tights? When you add LEGO® bricks to them. Give your star player the best of both brands in these kids' training tights. Kids will stay dry and comfortable no matter how hard they play. Parenting win.

This product is made with Primegreen, a series of high-performance recycled materials.",32,13.0,"Aisle 21, Shelf 4"
Terrex Hyperhiker Low Hiking Shoes,Shoes,"A tough, comfortable and grippy shoe for introducing kids to outdoor adventures. The ripstop upper is easy to clean and features a synthetic mud guard for enhanced durability and protection from wet, muddy ground. They get optimal grip in any direction with the Traxion outsole.",42,18.0,"Aisle 20, Shelf 4"
Terrex Speed Pro Trail Running Shoes,Shoes,"If you seek out challenging terrain and a fast pace, the adidas Terrex Speed Pro Trail Running Shoes deliver the lightweight feel and agility to match your effort. The mesh upper maintains quick-drying, comfort. Lightstrike midsole cushioning and full-length impact coverage support agile movement over rough ground. Continental™ Rubber grips slick roots and rocks in all conditions.",105,45.0,"Aisle 20, Shelf 5"
adidas Love Unites All Me 3-Stripes Graphic Bra,Clothing,"Elevate love and celebrate Pride in this colorful adidas sports bra. It blends comfortable support with a sleek feel that's perfect for all your low-impact endeavors. Moisture-absorbing AEROREADY keeps you dry, while a mesh back panel adds ventilation. Removable pads let you customize the coverage and shape.",41,4.0,"Aisle 21, Shelf 5"
Hyperglam Light Support Bra,Clothing,"Sweat it out in style with the Hyperglam Light Support Bra.​
​
Whether you've signed up for early morning yoga or need a little support on your next walk, this is the ideal bra for you.
​
Cut from stretchy fabric, the close-fitting bra supports you as you chase your fitness goals, and the scoop neck ensures you look fab while you do.
​
With its sleek crossover straps and cut-out detailing, the bra is far too chic to spend its life hidden under a t-shirt. Wear it solo for your next workout, or pair with other items from the collection for a sporty-cool look on the weekends.",28,7.0,"Aisle 21, Shelf 6"
Marathon 3-Stripes Jacket,Clothing,"What you wear matters. This adidas running jacket is made from recycled materials, as part of our commitment to end plastic waste. Show off the bold athletic look with pride. You're making a difference.",56,14.0,"Aisle 21, Shelf 7"
Camo Print Graphic Tee,Clothing,"They've never been one to blend in. Your little one is all energy, all the time. This kids' adidas tee pairs camo print with pops of bright color to keep their spirits high. Soft cotton fabric means they stay comfy no matter where their adventures take them.

By buying cotton products from us, you're supporting more sustainable cotton farming.",19,4.0,"Aisle 21, Shelf 8"
HEAT.RDY Running Tank Top,Clothing,"Hot day? Run fast and be your own cool breeze. Supporting your efforts, this adidas running tank top features HEAT.RDY to keep you cool and a strappy back that lets your shoulders breathe. That hill climb just got a little less daunting. 

This product is made with Primegreen, a series of high-performance recycled materials.",41,4.0,"Aisle 21, Shelf 9"
adidas x FARM Rio Print Boyfriend Cropped Cotton Logo Tee,Clothing,"Elevate your everyday look with this adidas cropped t-shirt. A collaboration with FARM Rio, this tee features an adidas logo over a wildflower-inspired graphic on the chest. The soft cotton jersey build feels good all day long.",23,2.0,"Aisle 21, Shelf 10"
Runner Tee,Clothing,"Join adidas in making strides toward a sustainable future. This running t-shirt is made of recycled materials, one step toward creating products with less environmental impact. We know it's just a first step. But that's where the journey begins.",36,9.0,"Aisle 21, Shelf 11"
Superlite No-Show Socks 6 Pairs,Accessories,"Stay dry through your workout in these adidas training socks. The moisture-wicking fabric is thin and light, giving them a barely there feel. The no-show length gives them a low-profile look.",16,4.0,"Aisle 16, Shelf 10"
adidas x Zoe Saldana AEROREADY Rib Tank Top,Clothing,"As a lover of sports, there's always room for activity in your day. Be ready for anything while keeping your comfort level high and your look on point in this tank top. Move naturally in a distraction-free fit, and stay feeling fresh and dry even when the day heats up thanks to moisture-absorbing AEROREADY. The iridescent adidas Badge of Sport adds an element of eye-catching style.",23,5.0,"Aisle 21, Shelf 12"
Long Sleeve Dress,Clothing,"How many looks are TOO many? With this adidas dress, there's no limit. It has that more-is-more attitude, and the gold zips on the waist make that clear. The concept starts with the classic boyfriend tee — that perfect, slightly slouchy shape that drapes the body for ease and comfort. When the zips are left open, that's the vibe. Want something different? Pull up the zips, and the loose dress transforms into something tailored. The cinched waist emphasizes your curves.",56,14.0,"Aisle 21, Shelf 13"
Leggings,Clothing,"There's nothing casual about these adidas leggings. Sure they have all the stretch and comfort of your everyday tights. But add the faux leather material, mesh overlays and metallic-gold accents, and you've got a wardrobe staple with a hefty dose of glam.",40,10.0,"Aisle 21, Shelf 14"
AEROREADY Designed 2 Move Sport Tank Top (Maternity),Clothing,"This adidas training tank top is ready for whatever the day throws your way, from an early-morning workout to a late-night chill session on the couch. AEROREADY absorbs moisture so you can stay comfortable through it all. The high-neck design gives added coverage. 

This product is made with Primegreen, a series of high-performance recycled materials.",18,7.0,"Aisle 21, Shelf 15"
AEROREADY FeelBrilliant Designed 2 Move 7/8 Tights (Plus Size),Clothing,"Don't save these adidas training tights for the gym. Shimmery fabric makes you feel supremely confident wherever you wear them, and moisture-absorbing AEROREADY ensures you stay dry. A high-rise waist and strategically placed seams deliver a flattering fit.",36,9.0,"Aisle 22, Shelf 1"
AEROREADY FeelBrilliant Designed 2 Move 7/8 Tights,Clothing,"Don't save these adidas training tights for the gym. Shimmery fabric makes you feel supremely confident wherever you wear them, and moisture-absorbing AEROREADY ensures you stay dry. A high-rise waist and strategically placed seams deliver a flattering fit.",36,9.0,"Aisle 22, Shelf 2"
Designed 2 Move Bootcut Pants (Plus Size),Clothing,"All-day comfort is the name of the game with these adidas athletic pants that are cut slim with a wider, bootcut leg. Moisture-wicking AEROREADY with mesh panels provides added ventilation and comfort. A back pocket in the elastic waistband discreetly holds a gym card or keys.

This product is made with Primegreen, a series of high-performance recycled materials.",32,13.0,"Aisle 22, Shelf 3"
